Start,End,Total duration,Alarm text,Alarm class
06/11/2018 16:12,06/11/2018 16:12,27,a,S
06/11/2018 16:12,06/11/2018 16:12,23,c,O
06/11/2018 16:13,06/11/2018 16:13,2,a,S
06/11/2018 16:15,06/11/2018 16:43,1680,b,E
06/11/2018 16:15,06/11/2018 16:43,1680,a,S
06/11/2018 16:49,06/11/2018 16:49,1,a,S
06/11/2018 16:46,06/11/2018 16:46,21,a,S
06/11/2018 16:46,06/11/2018 16:46,17,c,O
06/11/2018 17:35,06/11/2018 17:36,31,a,S
06/11/2018 17:35,06/11/2018 17:36,28,c,O
06/11/2018 17:37,06/11/2018 17:38,81,a,S
06/11/2018 17:37,06/11/2018 17:38,77,c,O
06/11/2018 17:56,06/11/2018 17:56,25,a,S
06/11/2018 17:56,06/11/2018 17:56,20,c,O
06/11/2018 18:38,06/11/2018 18:38,16,a,S
06/11/2018 18:38,06/11/2018 18:38,12,c,O
06/11/2018 18:40,06/11/2018 18:40,3,a,S
06/11/2018 18:41,06/11/2018 18:44,192,a,S
06/11/2018 18:41,06/11/2018 18:44,188,c,O
06/11/2018 18:53,06/11/2018 18:53,8,a,S
06/11/2018 18:53,06/11/2018 18:53,3,c,O
06/11/2018 18:54,06/11/2018 18:54,2,a,S
06/11/2018 19:00,06/11/2018 19:15,900,b,E
06/11/2018 19:00,06/11/2018 19:15,900,a,S
06/11/2018 19:18,06/11/2018 19:18,7,a,S
06/11/2018 19:18,06/11/2018 19:18,3,c,O
06/11/2018 19:22,06/11/2018 19:22,17,a,S
06/11/2018 19:22,06/11/2018 19:22,14,c,O
06/11/2018 19:56,06/11/2018 19:56,2,a,S
06/11/2018 20:05,06/11/2018 20:05,5,a,S
06/11/2018 20:14,06/11/2018 20:15,3,a,S
06/11/2018 20:18,06/11/2018 20:18,3,a,S
06/11/2018 20:21,06/11/2018 20:21,17,a,S
06/11/2018 20:21,06/11/2018 20:21,12,c,O
06/11/2018 21:19,06/11/2018 21:19,2,a,S
06/11/2018 21:27,06/11/2018 21:27,22,a,S
06/11/2018 21:27,06/11/2018 21:27,19,c,O
06/11/2018 21:30,06/11/2018 21:30,12,a,S
06/11/2018 21:30,06/11/2018 21:30,8,c,O
06/11/2018 21:32,06/11/2018 21:33,33,a,S
06/11/2018 21:40,06/11/2018 21:40,1,a,S
06/11/2018 21:32,06/11/2018 21:33,29,c,O
06/11/2018 21:45,06/11/2018 21:50,300,b,E
06/11/2018 21:45,06/11/2018 21:50,300,a,S
06/11/2018 21:57,06/11/2018 21:57,1,c,O
06/11/2018 21:51,06/11/2018 21:53,129,a,S
06/11/2018 21:51,06/11/2018 21:53,124,c,O
06/11/2018 22:07,06/11/2018 22:07,1,a,S
06/11/2018 21:57,06/11/2018 21:57,5,a,S
06/11/2018 22:04,06/11/2018 22:04,4,a,S
06/11/2018 22:10,06/11/2018 22:10,5,a,S
06/11/2018 22:12,06/11/2018 22:12,19,a,S
06/11/2018 22:12,06/11/2018 22:12,14,c,O
06/11/2018 22:14,06/11/2018 22:15,2,a,S
06/11/2018 22:17,06/11/2018 22:19,120,a,S
06/11/2018 22:17,06/11/2018 22:19,116,c,O
06/11/2018 22:56,06/11/2018 22:56,1,c,O
06/11/2018 22:56,06/11/2018 22:56,6,a,S
06/11/2018 22:58,06/11/2018 22:58,3,a,S
06/11/2018 22:59,06/11/2018 23:04,310,a,S
06/11/2018 23:41,06/11/2018 23:43,161,a,S
06/11/2018 23:43,06/11/2018 23:43,10,a,S
06/11/2018 23:45,07/11/2018 00:13,1680,b,E
06/11/2018 23:45,07/11/2018 00:13,1680,a,S
07/11/2018 00:40,07/11/2018 00:42,108,a,S
07/11/2018 00:40,07/11/2018 00:42,104,c,O
07/11/2018 01:00,07/11/2018 01:03,162,a,S
07/11/2018 01:47,07/11/2018 01:47,2,a,S
07/11/2018 01:54,07/11/2018 01:54,1,a,S
07/11/2018 01:50,07/11/2018 01:50,2,a,S
07/11/2018 01:56,07/11/2018 01:56,34,a,S
07/11/2018 01:56,07/11/2018 01:56,29,c,O
07/11/2018 01:58,07/11/2018 01:58,4,a,S
07/11/2018 01:59,07/11/2018 01:59,2,a,S
07/11/2018 02:01,07/11/2018 02:01,4,a,S
07/11/2018 02:03,07/11/2018 02:03,5,a,S
07/11/2018 02:04,07/11/2018 02:05,2,a,S
07/11/2018 02:07,07/11/2018 02:08,73,a,S
07/11/2018 02:07,07/11/2018 02:08,69,c,O
07/11/2018 02:09,07/11/2018 02:09,2,a,S
07/11/2018 02:10,07/11/2018 02:10,5,a,S
07/11/2018 02:15,07/11/2018 02:15,1,c,O
07/11/2018 02:11,07/11/2018 02:12,4,a,S
07/11/2018 02:14,07/11/2018 02:14,4,a,S
07/11/2018 02:15,07/11/2018 02:15,6,a,S
07/11/2018 02:16,07/11/2018 02:16,2,a,S
07/11/2018 02:19,07/11/2018 02:20,8,a,S
07/11/2018 02:20,07/11/2018 02:20,3,c,O
07/11/2018 02:23,07/11/2018 02:23,4,a,S
07/11/2018 02:25,07/11/2018 02:25,2,a,S
07/11/2018 02:27,07/11/2018 02:28,19,a,S
07/11/2018 02:28,07/11/2018 02:28,15,c,O
07/11/2018 02:29,07/11/2018 02:29,11,a,S
07/11/2018 02:29,07/11/2018 02:29,6,c,O
07/11/2018 02:30,07/11/2018 02:45,900,b,E
07/11/2018 02:30,07/11/2018 02:45,900,a,S
07/11/2018 02:49,07/11/2018 02:49,7,a,S
07/11/2018 02:49,07/11/2018 02:49,2,c,O
07/11/2018 03:18,07/11/2018 03:18,18,a,S
07/11/2018 03:18,07/11/2018 03:18,14,c,O
07/11/2018 03:41,07/11/2018 03:41,1,c,O
07/11/2018 03:39,07/11/2018 03:39,21,a,S
07/11/2018 03:39,07/11/2018 03:39,16,c,O
07/11/2018 03:41,07/11/2018 03:41,6,a,S
07/11/2018 03:43,07/11/2018 03:43,9,a,S
07/11/2018 03:43,07/11/2018 03:43,5,c,O
07/11/2018 03:44,07/11/2018 03:44,16,a,S
07/11/2018 03:44,07/11/2018 03:44,11,c,O
07/11/2018 03:46,07/11/2018 03:46,5,a,S
07/11/2018 03:47,07/11/2018 03:47,20,a,S
07/11/2018 03:47,07/11/2018 03:47,16,c,O
07/11/2018 03:52,07/11/2018 03:52,1,c,O
07/11/2018 03:49,07/11/2018 03:49,7,a,S
07/11/2018 03:49,07/11/2018 03:49,4,c,O
07/11/2018 03:52,07/11/2018 03:52,6,a,S
07/11/2018 04:05,07/11/2018 04:05,18,a,S
07/11/2018 04:12,07/11/2018 04:12,1,c,O
07/11/2018 04:05,07/11/2018 04:05,13,c,O
07/11/2018 04:16,07/11/2018 04:16,1,a,S
07/11/2018 04:12,07/11/2018 04:12,5,a,S
07/11/2018 04:20,07/11/2018 04:20,1,a,S
07/11/2018 04:18,07/11/2018 04:19,25,a,S
07/11/2018 04:19,07/11/2018 04:19,20,c,O
07/11/2018 04:22,07/11/2018 04:25,141,a,S
07/11/2018 04:22,07/11/2018 04:25,137,c,O
07/11/2018 04:28,07/11/2018 04:29,87,a,S
07/11/2018 04:28,07/11/2018 04:29,83,c,O
07/11/2018 04:30,07/11/2018 06:00,5400,b,E
07/11/2018 04:30,07/11/2018 06:00,5400,a,S
07/11/2018 06:02,07/11/2018 06:11,572,a,S
07/11/2018 06:12,07/11/2018 06:13,12,a,S
07/11/2018 07:47,07/11/2018 07:47,1,c,O
07/11/2018 07:46,07/11/2018 07:46,19,a,S
07/11/2018 07:46,07/11/2018 07:46,16,c,O
07/11/2018 07:50,07/11/2018 07:50,1,a,S
07/11/2018 07:47,07/11/2018 07:47,6,a,S
07/11/2018 07:56,07/11/2018 07:56,1,a,S
07/11/2018 07:52,07/11/2018 07:52,2,a,S
07/11/2018 07:53,07/11/2018 07:54,32,a,S
07/11/2018 07:53,07/11/2018 07:54,29,c,O
07/11/2018 07:57,07/11/2018 07:57,15,a,S
07/11/2018 07:57,07/11/2018 07:57,10,c,O
07/11/2018 08:05,07/11/2018 08:05,9,a,S
07/11/2018 08:05,07/11/2018 08:05,5,c,O
07/11/2018 08:06,07/11/2018 08:07,23,a,S
07/11/2018 08:06,07/11/2018 08:07,18,c,O
07/11/2018 08:15,07/11/2018 08:15,14,a,S
07/11/2018 08:15,07/11/2018 08:15,10,c,O
07/11/2018 08:25,07/11/2018 08:25,1,a,S
07/11/2018 08:23,07/11/2018 08:24,28,a,S
07/11/2018 08:23,07/11/2018 08:24,24,c,O
07/11/2018 08:27,07/11/2018 08:27,25,a,S
07/11/2018 08:27,07/11/2018 08:27,21,c,O
07/11/2018 08:45,07/11/2018 09:13,1680,b,E
07/11/2018 08:45,07/11/2018 09:13,1680,a,S
07/11/2018 09:15,07/11/2018 09:18,180,a,S
07/11/2018 09:35,07/11/2018 09:42,466,a,S
07/11/2018 09:49,07/11/2018 09:55,360,a,S
07/11/2018 09:56,07/11/2018 10:00,243,a,S
07/11/2018 10:04,07/11/2018 10:05,81,a,S
07/11/2018 10:06,07/11/2018 10:08,122,a,S
07/11/2018 11:25,07/11/2018 11:26,74,a,S
07/11/2018 11:30,07/11/2018 11:45,900,b,E
07/11/2018 11:30,07/11/2018 11:45,900,a,S
07/11/2018 11:47,07/11/2018 11:47,9,a,S
07/11/2018 12:03,07/11/2018 12:05,71,a,S
07/11/2018 13:21,07/11/2018 13:25,226,a,S
07/11/2018 13:21,07/11/2018 13:25,222,c,O
07/11/2018 13:38,07/11/2018 13:39,39,a,S
07/11/2018 13:38,07/11/2018 13:39,35,c,O
07/11/2018 13:40,07/11/2018 13:40,16,a,S
07/11/2018 13:40,07/11/2018 13:40,11,c,O
07/11/2018 13:51,07/11/2018 13:52,11,a,S
07/11/2018 13:53,07/11/2018 13:53,45,a,S
07/11/2018 13:55,07/11/2018 13:56,88,a,S
07/11/2018 13:57,07/11/2018 13:59,136,a,S
07/11/2018 14:45,07/11/2018 14:45,8,a,S
07/11/2018 15:32,07/11/2018 15:33,87,a,S
07/11/2018 15:34,07/11/2018 15:35,20,a,S
07/11/2018 15:36,07/11/2018 15:48,718,a,S
07/11/2018 15:36,07/11/2018 15:47,713,c,O
07/11/2018 15:46,07/11/2018 15:46,24,b,E
07/11/2018 15:49,07/11/2018 15:49,12,a,S
07/11/2018 15:49,07/11/2018 15:49,8,c,O
07/11/2018 15:50,07/11/2018 15:50,20,a,S
07/11/2018 15:50,07/11/2018 15:50,15,c,O
07/11/2018 15:53,07/11/2018 15:54,47,a,S
07/11/2018 16:06,07/11/2018 16:43,2181,b,E
07/11/2018 16:06,07/11/2018 16:43,2180,a,S
07/11/2018 16:50,07/11/2018 16:50,2,a,S
07/11/2018 16:55,07/11/2018 16:59,238,a,S
07/11/2018 16:55,07/11/2018 16:59,234,c,O
07/11/2018 17:00,07/11/2018 17:00,20,a,S
07/11/2018 17:00,07/11/2018 17:00,16,c,O
07/11/2018 17:01,07/11/2018 17:01,2,a,S
07/11/2018 18:12,07/11/2018 18:13,103,a,S
07/11/2018 18:12,07/11/2018 18:13,99,c,O
07/11/2018 18:14,07/11/2018 18:15,19,a,S
07/11/2018 18:15,07/11/2018 18:15,14,c,O
07/11/2018 18:39,07/11/2018 18:40,70,a,S
07/11/2018 18:39,07/11/2018 18:40,66,c,O
07/11/2018 18:41,07/11/2018 18:41,20,a,S
07/11/2018 18:41,07/11/2018 18:41,16,c,O
07/11/2018 18:53,07/11/2018 18:53,8,a,S
07/11/2018 18:53,07/11/2018 18:53,3,c,O
07/11/2018 19:00,07/11/2018 19:15,900,b,E
07/11/2018 19:00,07/11/2018 19:15,900,a,S
07/11/2018 19:22,07/11/2018 19:22,31,a,S
07/11/2018 19:22,07/11/2018 19:22,27,c,O
07/11/2018 21:49,07/11/2018 21:49,2,a,S
07/11/2018 22:09,07/11/2018 22:10,54,a,S
07/11/2018 22:09,07/11/2018 22:10,50,c,O
07/11/2018 22:17,07/11/2018 22:18,15,a,S
07/11/2018 22:28,07/11/2018 22:28,1,c,O
07/11/2018 22:17,07/11/2018 22:18,11,c,O
07/11/2018 22:24,07/11/2018 22:24,10,a,S
07/11/2018 22:24,07/11/2018 22:24,6,c,O
07/11/2018 22:33,07/11/2018 22:33,1,a,S
07/11/2018 22:28,07/11/2018 22:28,6,a,S
07/11/2018 22:32,07/11/2018 22:32,2,a,S
07/11/2018 22:40,07/11/2018 22:41,94,a,S
07/11/2018 22:40,07/11/2018 22:41,89,c,O
07/11/2018 22:43,07/11/2018 22:43,7,a,S
07/11/2018 22:43,07/11/2018 22:43,2,c,O
07/11/2018 22:44,07/11/2018 22:45,57,a,S
07/11/2018 22:44,07/11/2018 22:45,52,c,O
07/11/2018 22:50,07/11/2018 22:50,1,a,S
07/11/2018 22:46,07/11/2018 22:47,42,a,S
07/11/2018 22:46,07/11/2018 22:47,38,c,O
07/11/2018 22:48,07/11/2018 22:48,4,a,S
07/11/2018 22:51,07/11/2018 22:51,4,a,S
07/11/2018 22:58,07/11/2018 22:59,57,a,S
07/11/2018 22:58,07/11/2018 22:59,52,c,O
07/11/2018 23:00,07/11/2018 23:00,10,a,S
07/11/2018 23:00,07/11/2018 23:00,5,c,O
07/11/2018 23:09,07/11/2018 23:09,38,a,S
07/11/2018 23:09,07/11/2018 23:09,34,c,O
07/11/2018 23:10,07/11/2018 23:11,36,a,S
07/11/2018 23:11,07/11/2018 23:11,32,c,O
07/11/2018 23:45,08/11/2018 00:13,1680,b,E
07/11/2018 23:45,08/11/2018 00:13,1680,a,S
08/11/2018 00:36,08/11/2018 00:36,16,a,S
08/11/2018 00:36,08/11/2018 00:36,11,c,O
08/11/2018 00:40,08/11/2018 00:41,3,a,S
08/11/2018 00:42,08/11/2018 00:42,11,a,S
08/11/2018 00:42,08/11/2018 00:42,7,c,O
08/11/2018 00:45,08/11/2018 00:45,8,a,S
08/11/2018 00:45,08/11/2018 00:45,3,c,O
08/11/2018 00:54,08/11/2018 00:54,7,a,S
08/11/2018 00:54,08/11/2018 00:54,2,c,O
08/11/2018 01:08,08/11/2018 01:08,1,a,S
08/11/2018 01:06,08/11/2018 01:06,2,a,S
08/11/2018 01:13,08/11/2018 01:13,2,a,S
08/11/2018 01:14,08/11/2018 01:15,37,a,S
08/11/2018 01:14,08/11/2018 01:15,32,c,O
08/11/2018 01:17,08/11/2018 01:18,44,a,S
08/11/2018 01:17,08/11/2018 01:18,41,c,O
08/11/2018 01:19,08/11/2018 01:19,8,a,S
08/11/2018 01:19,08/11/2018 01:19,3,c,O
08/11/2018 01:20,08/11/2018 01:20,6,a,S
08/11/2018 01:20,08/11/2018 01:20,2,c,O
08/11/2018 01:40,08/11/2018 01:40,12,a,S
08/11/2018 01:40,08/11/2018 01:40,8,c,O
08/11/2018 01:49,08/11/2018 01:49,2,a,S
08/11/2018 01:52,08/11/2018 01:52,2,a,S
08/11/2018 01:54,08/11/2018 01:55,65,a,S
08/11/2018 02:01,08/11/2018 02:01,1,a,S
08/11/2018 01:54,08/11/2018 01:55,60,c,O
08/11/2018 02:05,08/11/2018 02:05,1,a,S
08/11/2018 02:02,08/11/2018 02:03,39,a,S
08/11/2018 02:02,08/11/2018 02:03,35,c,O
08/11/2018 02:15,08/11/2018 02:15,11,a,S
08/11/2018 02:15,08/11/2018 02:15,6,c,O
08/11/2018 02:16,08/11/2018 02:17,48,a,S
08/11/2018 02:16,08/11/2018 02:17,44,c,O
08/11/2018 02:30,08/11/2018 02:48,1080,b,E
08/11/2018 02:30,08/11/2018 02:48,1080,a,S
08/11/2018 02:58,08/11/2018 02:58,34,a,S
08/11/2018 02:58,08/11/2018 02:58,30,c,O
08/11/2018 03:03,08/11/2018 03:03,1,a,S
08/11/2018 03:00,08/11/2018 03:01,8,a,S
08/11/2018 03:01,08/11/2018 03:01,3,c,O
08/11/2018 03:11,08/11/2018 03:11,4,a,S
08/11/2018 03:12,08/11/2018 03:12,15,a,S
08/11/2018 03:12,08/11/2018 03:12,12,c,O
08/11/2018 03:13,08/11/2018 03:14,66,a,S
08/11/2018 04:40,08/11/2018 04:40,13,a,S
08/11/2018 04:40,08/11/2018 04:40,9,c,O
08/11/2018 04:43,08/11/2018 04:43,13,a,S
08/11/2018 04:43,08/11/2018 04:43,9,c,O
08/11/2018 04:46,08/11/2018 04:46,11,a,S
08/11/2018 04:46,08/11/2018 04:46,7,c,O
08/11/2018 04:53,08/11/2018 04:54,46,a,S
08/11/2018 04:53,08/11/2018 04:54,42,c,O
08/11/2018 04:56,08/11/2018 04:56,8,a,S
08/11/2018 04:56,08/11/2018 04:56,4,c,O
08/11/2018 04:57,08/11/2018 05:04,412,a,S
08/11/2018 04:57,08/11/2018 05:04,408,c,O
08/11/2018 05:00,08/11/2018 05:04,255,b,E
08/11/2018 05:04,08/11/2018 06:00,3334,b,E
08/11/2018 05:04,08/11/2018 06:05,3683,a,S
08/11/2018 06:17,08/11/2018 06:17,4,a,S
08/11/2018 06:36,08/11/2018 06:38,107,a,S
08/11/2018 06:45,08/11/2018 06:50,300,b,E
08/11/2018 06:45,08/11/2018 06:50,300,a,S
08/11/2018 07:32,08/11/2018 07:32,3,a,S
08/11/2018 07:34,08/11/2018 07:34,2,a,S
08/11/2018 07:45,08/11/2018 07:46,18,a,S
08/11/2018 07:59,08/11/2018 07:59,1,a,S
08/11/2018 07:57,08/11/2018 07:57,2,a,S
08/11/2018 07:58,08/11/2018 07:58,6,a,S
08/11/2018 08:00,08/11/2018 08:00,14,a,S
08/11/2018 08:02,08/11/2018 08:02,11,a,S
08/11/2018 08:03,08/11/2018 08:03,5,a,S
08/11/2018 08:04,08/11/2018 08:04,9,a,S
08/11/2018 08:05,08/11/2018 08:06,11,a,S
08/11/2018 08:07,08/11/2018 08:07,10,a,S
08/11/2018 08:08,08/11/2018 08:08,7,a,S
08/11/2018 08:09,08/11/2018 08:10,40,a,S
08/11/2018 08:11,08/11/2018 08:12,82,a,S
08/11/2018 08:32,08/11/2018 08:34,122,a,S
08/11/2018 08:32,08/11/2018 08:34,117,c,O
08/11/2018 08:38,08/11/2018 08:43,268,a,S
08/11/2018 08:38,08/11/2018 08:43,263,c,O
08/11/2018 08:43,08/11/2018 08:43,4,a,S
08/11/2018 08:43,08/11/2018 08:43,2,a,S
08/11/2018 08:45,08/11/2018 09:13,1680,b,E
08/11/2018 08:45,08/11/2018 09:13,1680,a,S
08/11/2018 09:28,08/11/2018 09:33,267,a,S
08/11/2018 09:28,08/11/2018 09:33,263,c,O
08/11/2018 09:35,08/11/2018 09:35,15,a,S
08/11/2018 09:35,08/11/2018 09:35,10,c,O
08/11/2018 09:41,08/11/2018 09:41,13,a,S
08/11/2018 09:41,08/11/2018 09:41,8,c,O
08/11/2018 09:53,08/11/2018 09:54,51,a,S
08/11/2018 09:53,08/11/2018 09:54,47,c,O
08/11/2018 09:55,08/11/2018 09:55,20,a,S
08/11/2018 09:55,08/11/2018 09:55,16,c,O
08/11/2018 10:00,08/11/2018 10:05,324,a,S
08/11/2018 10:00,08/11/2018 10:05,320,c,O
08/11/2018 10:07,08/11/2018 10:08,25,a,S
08/11/2018 10:07,08/11/2018 10:08,20,c,O
08/11/2018 10:09,08/11/2018 10:09,11,a,S
08/11/2018 10:09,08/11/2018 10:09,7,c,O
08/11/2018 10:11,08/11/2018 10:11,8,a,S
08/11/2018 10:11,08/11/2018 10:11,4,c,O
08/11/2018 10:12,08/11/2018 10:13,3,a,S
08/11/2018 10:14,08/11/2018 10:14,23,a,S
08/11/2018 10:14,08/11/2018 10:14,17,c,O
08/11/2018 10:23,08/11/2018 10:25,126,a,S
08/11/2018 10:23,08/11/2018 10:25,121,c,O
08/11/2018 10:57,08/11/2018 10:57,36,a,S
08/11/2018 10:57,08/11/2018 10:57,32,c,O
08/11/2018 11:30,08/11/2018 11:45,900,b,E
08/11/2018 11:30,08/11/2018 11:45,900,a,S
08/11/2018 11:49,08/11/2018 11:50,8,a,S
08/11/2018 11:49,08/11/2018 11:50,4,c,O
08/11/2018 11:59,08/11/2018 11:59,6,a,S
08/11/2018 11:59,08/11/2018 11:59,2,c,O
08/11/2018 12:14,08/11/2018 12:14,1,c,O
08/11/2018 12:13,08/11/2018 12:13,10,a,S
08/11/2018 12:13,08/11/2018 12:13,6,c,O
08/11/2018 12:14,08/11/2018 12:14,5,a,S
08/11/2018 12:22,08/11/2018 12:22,41,a,S
08/11/2018 12:22,08/11/2018 12:22,36,c,O
08/11/2018 12:24,08/11/2018 12:25,8,a,S
08/11/2018 12:25,08/11/2018 12:25,3,c,O
08/11/2018 12:26,08/11/2018 12:26,9,a,S
08/11/2018 12:26,08/11/2018 12:26,6,c,O
08/11/2018 12:29,08/11/2018 12:30,45,a,S
08/11/2018 12:29,08/11/2018 12:30,41,c,O
08/11/2018 12:33,08/11/2018 12:34,16,a,S
08/11/2018 12:33,08/11/2018 12:34,13,c,O
08/11/2018 12:35,08/11/2018 12:35,5,a,S
08/11/2018 12:40,08/11/2018 12:41,71,a,S
08/11/2018 12:40,08/11/2018 12:41,66,c,O
08/11/2018 13:23,08/11/2018 13:23,1,a,S
08/11/2018 13:19,08/11/2018 13:20,70,a,S
08/11/2018 13:19,08/11/2018 13:20,65,c,O
08/11/2018 13:30,08/11/2018 13:30,8,a,S
08/11/2018 13:30,08/11/2018 13:30,4,c,O
08/11/2018 13:35,08/11/2018 13:35,13,a,S
08/11/2018 13:35,08/11/2018 13:35,9,c,O
08/11/2018 13:37,08/11/2018 13:37,2,a,S
08/11/2018 13:39,08/11/2018 13:40,41,a,S
08/11/2018 13:39,08/11/2018 13:40,36,c,O
08/11/2018 13:49,08/11/2018 13:49,2,a,S
08/11/2018 13:55,08/11/2018 13:55,11,a,S
08/11/2018 13:55,08/11/2018 13:55,6,c,O
08/11/2018 13:59,08/11/2018 14:01,70,a,S
08/11/2018 14:00,08/11/2018 14:01,66,c,O
08/11/2018 14:03,08/11/2018 14:03,1,a,S
08/11/2018 14:02,08/11/2018 14:02,19,a,S
08/11/2018 14:02,08/11/2018 14:02,14,c,O
08/11/2018 14:09,08/11/2018 14:09,10,a,S
08/11/2018 14:09,08/11/2018 14:09,6,c,O
08/11/2018 14:10,08/11/2018 14:11,79,a,S
08/11/2018 14:10,08/11/2018 14:11,75,c,O
08/11/2018 14:20,08/11/2018 14:20,1,a,S
08/11/2018 14:37,08/11/2018 14:37,1,c,O
08/11/2018 14:15,08/11/2018 14:20,300,b,E
08/11/2018 14:15,08/11/2018 14:20,300,a,S
08/11/2018 14:37,08/11/2018 14:37,6,a,S
08/11/2018 16:15,08/11/2018 16:43,1680,b,E
08/11/2018 16:15,08/11/2018 16:43,1680,a,S
08/11/2018 17:53,08/11/2018 17:54,80,a,S
08/11/2018 18:44,08/11/2018 18:44,1,a,S
08/11/2018 17:53,08/11/2018 17:54,75,c,O
08/11/2018 18:25,08/11/2018 18:25,2,a,S
08/11/2018 19:00,08/11/2018 19:15,900,b,E
08/11/2018 19:00,08/11/2018 19:15,900,a,S
08/11/2018 19:27,08/11/2018 19:27,1,a,S
08/11/2018 19:23,08/11/2018 19:23,2,a,S
08/11/2018 19:24,08/11/2018 19:24,12,a,S
08/11/2018 19:25,08/11/2018 19:26,12,a,S
08/11/2018 19:28,08/11/2018 19:28,2,a,S
08/11/2018 19:29,08/11/2018 19:30,38,a,S
08/11/2018 20:11,08/11/2018 20:12,2,a,S
08/11/2018 21:19,08/11/2018 21:20,31,a,S
08/11/2018 21:19,08/11/2018 21:20,26,c,O
08/11/2018 21:22,08/11/2018 21:22,8,a,S
08/11/2018 21:22,08/11/2018 21:22,3,c,O
08/11/2018 21:30,08/11/2018 21:30,25,a,S
08/11/2018 21:30,08/11/2018 21:30,21,c,O
08/11/2018 21:33,08/11/2018 21:33,3,a,S
08/11/2018 21:33,08/11/2018 21:33,28,a,S
08/11/2018 21:45,08/11/2018 21:50,300,b,E
08/11/2018 21:45,08/11/2018 21:50,300,a,S
08/11/2018 23:13,08/11/2018 23:14,67,a,S
08/11/2018 23:13,08/11/2018 23:14,63,c,O
08/11/2018 23:45,09/11/2018 00:13,1680,b,E
08/11/2018 23:45,09/11/2018 00:13,1680,a,S
09/11/2018 00:50,09/11/2018 00:51,17,a,S
09/11/2018 00:51,09/11/2018 00:51,13,c,O
09/11/2018 00:57,09/11/2018 00:57,1,c,O
09/11/2018 00:53,09/11/2018 00:54,45,a,S
09/11/2018 00:53,09/11/2018 00:54,41,c,O
09/11/2018 00:57,09/11/2018 00:57,5,a,S
09/11/2018 00:59,09/11/2018 00:59,6,a,S
09/11/2018 00:59,09/11/2018 00:59,2,c,O
09/11/2018 01:03,09/11/2018 01:03,12,a,S
09/11/2018 01:03,09/11/2018 01:03,7,c,O
09/11/2018 01:05,09/11/2018 01:05,4,a,S
09/11/2018 01:06,09/11/2018 01:09,164,a,S
09/11/2018 01:06,09/11/2018 01:09,160,c,O
09/11/2018 01:10,09/11/2018 01:10,10,a,S
09/11/2018 01:10,09/11/2018 01:10,6,c,O
09/11/2018 01:54,09/11/2018 01:56,102,a,S
09/11/2018 01:54,09/11/2018 01:56,97,c,O
09/11/2018 01:59,09/11/2018 02:01,106,a,S
09/11/2018 01:59,09/11/2018 02:01,102,c,O
09/11/2018 02:30,09/11/2018 02:48,1080,b,E
09/11/2018 02:30,09/11/2018 02:48,1080,a,S
09/11/2018 03:18,09/11/2018 03:18,2,a,S
09/11/2018 03:26,09/11/2018 03:27,75,a,S
09/11/2018 05:00,09/11/2018 06:00,3600,b,E
09/11/2018 05:00,09/11/2018 06:00,3602,a,S
09/11/2018 07:20,09/11/2018 07:20,11,a,S
09/11/2018 07:20,09/11/2018 07:20,6,c,O
09/11/2018 07:20,09/11/2018 07:21,30,a,S
09/11/2018 08:45,09/11/2018 09:13,1680,b,E
09/11/2018 08:45,09/11/2018 09:13,1680,a,S
09/11/2018 09:41,09/11/2018 09:41,3,a,S
09/11/2018 09:42,09/11/2018 09:42,8,a,S
09/11/2018 09:42,09/11/2018 09:42,4,c,O
09/11/2018 09:45,09/11/2018 09:45,9,a,S
09/11/2018 09:45,09/11/2018 09:45,4,c,O
09/11/2018 09:55,09/11/2018 09:55,5,a,S
09/11/2018 09:56,09/11/2018 09:57,25,a,S
09/11/2018 09:57,09/11/2018 09:57,22,c,O
09/11/2018 09:58,09/11/2018 09:58,9,a,S
09/11/2018 09:58,09/11/2018 09:58,5,c,O
09/11/2018 10:11,09/11/2018 10:12,15,a,S
09/11/2018 10:11,09/11/2018 10:12,10,c,O
09/11/2018 10:13,09/11/2018 10:13,2,a,S
09/11/2018 10:15,09/11/2018 10:15,7,a,S
09/11/2018 10:15,09/11/2018 10:15,3,c,O
09/11/2018 10:20,09/11/2018 10:21,29,a,S
09/11/2018 10:21,09/11/2018 10:21,24,c,O
09/11/2018 10:22,09/11/2018 10:22,2,a,S
09/11/2018 10:32,09/11/2018 10:32,25,a,S
09/11/2018 10:32,09/11/2018 10:32,20,c,O
09/11/2018 10:33,09/11/2018 10:34,6,a,S
09/11/2018 10:34,09/11/2018 10:34,2,c,O
09/11/2018 10:38,09/11/2018 10:38,23,a,S
09/11/2018 10:38,09/11/2018 10:38,18,c,O
09/11/2018 10:41,09/11/2018 10:41,4,a,S
09/11/2018 10:42,09/11/2018 10:42,12,a,S
09/11/2018 10:42,09/11/2018 10:42,7,c,O
09/11/2018 10:59,09/11/2018 10:59,3,a,S
09/11/2018 11:01,09/11/2018 11:01,12,a,S
09/11/2018 11:01,09/11/2018 11:01,8,c,O
09/11/2018 11:03,09/11/2018 11:03,6,a,S
09/11/2018 11:08,09/11/2018 11:08,14,a,S
09/11/2018 11:08,09/11/2018 11:08,9,c,O
09/11/2018 11:09,09/11/2018 11:10,43,a,S
09/11/2018 11:09,09/11/2018 11:10,39,c,O
09/11/2018 11:11,09/11/2018 11:12,58,a,S
