Start,End,Total duration,Alarm text,Alarm class
11/10/2018 08:04,11/10/2018 08:04,13,a,S
11/10/2018 08:04,11/10/2018 08:04,8,c,O
11/10/2018 08:08,11/10/2018 08:08,4,a,S
11/10/2018 08:19,11/10/2018 08:19,28,a,S
11/10/2018 08:19,11/10/2018 08:19,24,c,O
11/10/2018 08:20,11/10/2018 08:21,7,a,S
11/10/2018 08:20,11/10/2018 08:21,3,c,O
11/10/2018 08:23,11/10/2018 08:23,28,a,S
11/10/2018 08:23,11/10/2018 08:23,24,c,O
11/10/2018 08:27,11/10/2018 08:27,6,a,S
11/10/2018 08:27,11/10/2018 08:27,3,c,O
11/10/2018 08:30,11/10/2018 08:31,62,a,S
11/10/2018 08:30,11/10/2018 08:31,58,c,O
11/10/2018 08:32,11/10/2018 08:33,47,a,S
11/10/2018 08:32,11/10/2018 08:33,43,c,O
11/10/2018 08:36,11/10/2018 08:36,1,c,O
11/10/2018 08:36,11/10/2018 08:36,6,a,S
11/10/2018 08:40,11/10/2018 08:41,62,a,S
11/10/2018 08:40,11/10/2018 08:41,57,c,O
11/10/2018 08:45,11/10/2018 09:13,1680,b,E
11/10/2018 08:45,11/10/2018 09:13,1680,a,S
11/10/2018 09:15,11/10/2018 09:16,50,a,S
11/10/2018 09:15,11/10/2018 09:16,45,c,O
11/10/2018 09:53,11/10/2018 09:53,17,a,S
11/10/2018 09:53,11/10/2018 09:53,12,c,O
11/10/2018 10:04,11/10/2018 10:05,39,a,S
11/10/2018 10:04,11/10/2018 10:05,34,c,O
11/10/2018 10:13,11/10/2018 10:13,20,a,S
11/10/2018 10:13,11/10/2018 10:13,16,c,O
11/10/2018 10:28,11/10/2018 10:29,32,a,S
11/10/2018 10:28,11/10/2018 10:29,28,c,O
11/10/2018 10:34,11/10/2018 10:35,71,a,S
11/10/2018 10:34,11/10/2018 10:35,68,c,O
11/10/2018 10:36,11/10/2018 10:38,69,a,S
11/10/2018 10:37,11/10/2018 10:38,64,c,O
11/10/2018 10:39,11/10/2018 10:39,6,a,S
11/10/2018 10:39,11/10/2018 10:39,2,c,O
11/10/2018 10:41,11/10/2018 10:41,1,a,S
11/10/2018 10:51,11/10/2018 10:53,122,a,S
11/10/2018 10:51,11/10/2018 10:53,119,c,O
11/10/2018 11:06,11/10/2018 11:07,88,a,S
11/10/2018 11:06,11/10/2018 11:07,84,c,O
11/10/2018 11:30,11/10/2018 11:45,900,b,E
11/10/2018 11:30,11/10/2018 11:45,900,a,S
11/10/2018 12:00,11/10/2018 12:00,55,a,S
11/10/2018 12:00,11/10/2018 12:00,51,c,O
11/10/2018 12:03,11/10/2018 12:03,1,c,O
11/10/2018 12:03,11/10/2018 12:03,5,a,S
11/10/2018 12:04,11/10/2018 12:04,2,a,S
11/10/2018 12:08,11/10/2018 12:09,43,a,S
11/10/2018 12:08,11/10/2018 12:09,38,c,O
11/10/2018 12:13,11/10/2018 12:13,1,c,O
11/10/2018 12:13,11/10/2018 12:13,5,a,S
11/10/2018 12:15,11/10/2018 12:15,16,a,S
11/10/2018 12:15,11/10/2018 12:15,11,c,O
11/10/2018 12:26,11/10/2018 12:26,4,a,S
11/10/2018 12:29,11/10/2018 12:29,4,a,S
11/10/2018 12:30,11/10/2018 12:31,53,a,S
11/10/2018 12:30,11/10/2018 12:31,48,c,O
11/10/2018 12:33,11/10/2018 12:34,50,a,S
11/10/2018 12:33,11/10/2018 12:34,45,c,O
11/10/2018 12:35,11/10/2018 12:36,30,a,S
11/10/2018 12:35,11/10/2018 12:36,26,c,O
11/10/2018 12:37,11/10/2018 12:37,4,a,S
11/10/2018 12:39,11/10/2018 12:39,4,a,S
11/10/2018 12:47,11/10/2018 12:47,2,a,S
11/10/2018 12:48,11/10/2018 12:48,5,a,S
11/10/2018 12:49,11/10/2018 12:49,3,a,S
11/10/2018 12:56,11/10/2018 12:56,8,a,S
11/10/2018 12:56,11/10/2018 12:56,4,c,O
11/10/2018 12:57,11/10/2018 12:57,14,a,S
11/10/2018 12:57,11/10/2018 12:57,10,c,O
11/10/2018 13:01,11/10/2018 13:01,18,a,S
11/10/2018 13:01,11/10/2018 13:01,14,c,O
11/10/2018 13:03,11/10/2018 13:04,14,a,S
11/10/2018 13:03,11/10/2018 13:04,10,c,O
11/10/2018 13:05,11/10/2018 13:05,1,c,O
11/10/2018 13:05,11/10/2018 13:05,5,a,S
11/10/2018 13:20,11/10/2018 13:26,378,a,S
11/10/2018 13:20,11/10/2018 13:26,374,c,O
11/10/2018 13:27,11/10/2018 13:55,1646,a,S
11/10/2018 13:27,11/10/2018 13:55,1641,c,O
11/10/2018 13:57,11/10/2018 14:01,215,a,S
11/10/2018 13:57,11/10/2018 14:01,211,c,O
11/10/2018 14:03,11/10/2018 14:03,4,a,S
11/10/2018 14:12,11/10/2018 14:12,7,a,S
11/10/2018 14:12,11/10/2018 14:12,3,c,O
11/10/2018 14:13,11/10/2018 14:14,79,a,S
11/10/2018 14:13,11/10/2018 14:14,74,c,O
11/10/2018 14:15,11/10/2018 14:16,39,a,S
11/10/2018 14:17,11/10/2018 14:17,1,a,S
11/10/2018 14:15,11/10/2018 14:16,34,c,O
11/10/2018 14:19,11/10/2018 14:20,82,a,S
11/10/2018 14:21,11/10/2018 14:21,3,a,S
11/10/2018 15:10,11/10/2018 15:10,4,a,S
11/10/2018 15:13,11/10/2018 15:13,12,a,S
11/10/2018 15:13,11/10/2018 15:13,8,c,O
11/10/2018 15:14,11/10/2018 15:14,15,a,S
11/10/2018 15:14,11/10/2018 15:14,10,c,O
11/10/2018 15:28,11/10/2018 15:29,24,a,S
11/10/2018 15:28,11/10/2018 15:29,19,c,O
11/10/2018 15:31,11/10/2018 15:31,3,a,S
11/10/2018 15:32,11/10/2018 15:32,18,a,S
11/10/2018 15:32,11/10/2018 15:32,13,c,O
11/10/2018 15:43,11/10/2018 15:44,47,a,S
11/10/2018 15:43,11/10/2018 15:44,43,c,O
11/10/2018 15:45,11/10/2018 15:45,7,a,S
11/10/2018 15:45,11/10/2018 15:45,2,c,O
11/10/2018 15:50,11/10/2018 15:50,13,a,S
11/10/2018 15:50,11/10/2018 15:50,9,c,O
11/10/2018 15:51,11/10/2018 15:51,9,a,S
11/10/2018 15:51,11/10/2018 15:51,4,c,O
11/10/2018 15:54,11/10/2018 15:55,9,a,S
11/10/2018 15:55,11/10/2018 15:55,4,c,O
11/10/2018 15:57,11/10/2018 15:57,21,a,S
11/10/2018 15:57,11/10/2018 15:57,17,c,O
11/10/2018 16:06,11/10/2018 16:06,1,c,O
11/10/2018 16:06,11/10/2018 16:06,6,a,S
11/10/2018 16:08,11/10/2018 16:08,1,a,S
11/10/2018 16:15,11/10/2018 16:43,1680,b,E
11/10/2018 16:15,11/10/2018 16:43,1680,a,S
11/10/2018 16:46,11/10/2018 16:47,25,a,S
11/10/2018 16:46,11/10/2018 16:46,20,c,O
11/10/2018 17:24,11/10/2018 17:24,7,a,S
11/10/2018 17:24,11/10/2018 17:24,2,c,O
11/10/2018 17:24,11/10/2018 17:24,1,a,S
11/10/2018 17:29,11/10/2018 17:33,186,a,S
11/10/2018 17:34,11/10/2018 17:34,11,a,S
11/10/2018 18:56,11/10/2018 18:56,15,a,S
11/10/2018 18:56,11/10/2018 18:56,10,c,O
11/10/2018 19:00,11/10/2018 19:15,900,b,E
11/10/2018 19:00,11/10/2018 19:15,900,a,S
11/10/2018 19:15,11/10/2018 19:15,1,a,S
11/10/2018 20:42,11/10/2018 20:43,26,a,S
11/10/2018 20:42,11/10/2018 20:43,22,c,O
11/10/2018 20:44,11/10/2018 20:47,207,a,S
11/10/2018 20:44,11/10/2018 20:47,202,c,O
11/10/2018 20:49,11/10/2018 21:01,683,a,S
11/10/2018 20:49,11/10/2018 21:01,679,c,O
11/10/2018 21:03,11/10/2018 21:07,222,a,S
11/10/2018 21:03,11/10/2018 21:07,218,c,O
11/10/2018 21:10,11/10/2018 21:10,7,a,S
11/10/2018 21:10,11/10/2018 21:10,2,c,O
11/10/2018 21:13,11/10/2018 21:14,20,a,S
11/10/2018 21:13,11/10/2018 21:14,16,c,O
11/10/2018 21:32,11/10/2018 21:32,5,a,S
11/10/2018 21:33,11/10/2018 21:34,19,a,S
11/10/2018 21:33,11/10/2018 21:34,15,c,O
11/10/2018 21:45,11/10/2018 21:50,300,b,E
11/10/2018 21:45,11/10/2018 21:50,300,a,S
11/10/2018 22:38,11/10/2018 22:38,3,a,S
11/10/2018 22:44,11/10/2018 22:45,45,a,S
11/10/2018 23:23,11/10/2018 23:23,6,a,S
11/10/2018 23:30,11/10/2018 23:31,11,a,S
11/10/2018 23:45,12/10/2018 00:13,1680,b,E
11/10/2018 23:45,12/10/2018 00:13,1680,a,S
12/10/2018 00:14,12/10/2018 00:14,17,a,S
12/10/2018 01:38,12/10/2018 01:38,3,a,S
12/10/2018 01:47,12/10/2018 01:47,1,c,O
12/10/2018 01:47,12/10/2018 01:47,5,a,S
12/10/2018 01:53,12/10/2018 01:53,4,a,S
12/10/2018 01:54,12/10/2018 01:54,1,c,O
12/10/2018 01:54,12/10/2018 01:54,4,a,S
12/10/2018 02:02,12/10/2018 02:02,11,a,S
12/10/2018 02:02,12/10/2018 02:02,7,c,O
12/10/2018 02:03,12/10/2018 02:03,8,a,S
12/10/2018 02:03,12/10/2018 02:03,4,c,O
12/10/2018 02:06,12/10/2018 02:07,10,a,S
12/10/2018 02:07,12/10/2018 02:07,6,c,O
12/10/2018 02:20,12/10/2018 02:20,7,a,S
12/10/2018 02:20,12/10/2018 02:20,2,c,O
12/10/2018 02:30,12/10/2018 02:45,900,b,E
12/10/2018 02:30,12/10/2018 02:45,900,a,S
12/10/2018 02:51,12/10/2018 02:52,23,a,S
12/10/2018 02:51,12/10/2018 02:52,18,c,O
12/10/2018 02:53,12/10/2018 02:53,3,a,S
12/10/2018 02:54,12/10/2018 02:55,51,a,S
12/10/2018 02:54,12/10/2018 02:55,47,c,O
12/10/2018 03:05,12/10/2018 03:05,3,a,S
12/10/2018 03:11,12/10/2018 03:11,4,a,S
12/10/2018 03:23,12/10/2018 03:24,35,a,S
12/10/2018 03:23,12/10/2018 03:24,31,c,O
12/10/2018 03:25,12/10/2018 03:25,1,a,S
12/10/2018 03:28,12/10/2018 03:28,7,a,S
12/10/2018 03:28,12/10/2018 03:28,2,c,O
12/10/2018 03:44,12/10/2018 03:44,1,a,S
12/10/2018 03:46,12/10/2018 03:46,2,a,S
12/10/2018 03:48,12/10/2018 03:48,2,a,S
12/10/2018 03:56,12/10/2018 03:56,3,a,S
12/10/2018 04:14,12/10/2018 04:14,48,a,S
12/10/2018 04:15,12/10/2018 04:16,4,a,S
12/10/2018 04:20,12/10/2018 04:20,1,a,S
12/10/2018 04:30,12/10/2018 06:00,5400,b,E
12/10/2018 04:30,12/10/2018 06:00,5400,a,S
12/10/2018 06:01,12/10/2018 06:01,5,a,S
12/10/2018 06:11,12/10/2018 06:11,4,a,S
12/10/2018 06:14,12/10/2018 06:15,57,a,S
12/10/2018 06:27,12/10/2018 06:30,180,a,S
12/10/2018 08:18,12/10/2018 08:20,80,a,S
12/10/2018 08:45,12/10/2018 09:13,1680,b,E
12/10/2018 08:45,12/10/2018 09:13,1680,a,S
12/10/2018 09:18,12/10/2018 09:19,87,a,S
12/10/2018 09:18,12/10/2018 09:19,83,c,O
12/10/2018 09:19,12/10/2018 09:19,4,a,S
12/10/2018 10:11,12/10/2018 10:11,2,a,S
12/10/2018 10:13,12/10/2018 10:13,1,a,S
12/10/2018 10:17,12/10/2018 10:17,2,a,S
12/10/2018 10:22,12/10/2018 10:22,1,a,S
12/10/2018 10:24,12/10/2018 10:24,10,a,S
12/10/2018 10:24,12/10/2018 10:24,5,c,O
12/10/2018 11:01,12/10/2018 11:01,10,a,S
12/10/2018 11:01,12/10/2018 11:01,6,c,O
12/10/2018 11:03,12/10/2018 11:04,70,a,S
12/10/2018 11:13,12/10/2018 11:13,10,a,S
12/10/2018 11:21,12/10/2018 11:22,58,a,S
12/10/2018 11:21,12/10/2018 11:22,55,c,O
12/10/2018 11:23,12/10/2018 11:24,11,a,S
12/10/2018 11:24,12/10/2018 11:24,7,c,O
12/10/2018 11:26,12/10/2018 11:26,4,a,S
12/10/2018 11:30,12/10/2018 11:45,900,b,E
12/10/2018 11:30,12/10/2018 11:45,900,a,S
12/10/2018 11:49,12/10/2018 11:49,13,a,S
12/10/2018 11:49,12/10/2018 11:49,9,c,O
12/10/2018 11:51,12/10/2018 11:51,42,a,S
12/10/2018 12:38,12/10/2018 12:38,13,a,S
12/10/2018 12:38,12/10/2018 12:38,8,c,O
12/10/2018 12:39,12/10/2018 12:40,66,a,S
12/10/2018 12:39,12/10/2018 12:40,61,c,O
12/10/2018 12:41,12/10/2018 12:42,62,a,S
12/10/2018 12:41,12/10/2018 12:42,58,c,O
12/10/2018 12:54,12/10/2018 12:55,16,a,S
12/10/2018 13:12,12/10/2018 13:13,48,a,S
12/10/2018 13:12,12/10/2018 13:13,44,c,O
12/10/2018 13:52,12/10/2018 13:52,1,a,S
12/10/2018 14:09,12/10/2018 14:11,130,a,S
12/10/2018 14:09,12/10/2018 14:11,125,c,O
12/10/2018 14:21,12/10/2018 14:22,35,a,S
12/10/2018 15:56,12/10/2018 15:56,1,a,S
12/10/2018 15:58,12/10/2018 16:00,93,a,S
12/10/2018 15:58,12/10/2018 16:00,88,c,O
12/10/2018 16:15,12/10/2018 16:43,1680,b,E
12/10/2018 16:15,12/10/2018 16:43,1680,a,S
12/10/2018 18:03,12/10/2018 18:04,81,a,S
12/10/2018 18:03,12/10/2018 18:04,77,c,O
12/10/2018 18:50,12/10/2018 18:51,15,a,S
12/10/2018 18:51,12/10/2018 18:51,11,c,O
12/10/2018 19:00,12/10/2018 19:15,900,b,E
12/10/2018 19:00,12/10/2018 19:15,900,a,S
12/10/2018 19:18,12/10/2018 19:19,21,a,S
12/10/2018 19:46,12/10/2018 19:47,72,a,S
12/10/2018 19:57,12/10/2018 19:59,114,a,S
12/10/2018 20:00,12/10/2018 20:00,1,a,S
12/10/2018 20:06,12/10/2018 20:06,3,a,S
12/10/2018 20:12,12/10/2018 20:15,228,a,S
12/10/2018 20:19,12/10/2018 20:21,123,a,S
12/10/2018 22:25,12/10/2018 22:27,123,a,S
12/10/2018 22:25,12/10/2018 22:27,120,c,O
12/10/2018 22:28,12/10/2018 22:29,97,a,S
12/10/2018 22:28,12/10/2018 22:29,93,c,O
12/10/2018 22:33,12/10/2018 22:33,24,a,S
12/10/2018 22:33,12/10/2018 22:33,19,c,O
12/10/2018 22:36,12/10/2018 22:40,216,a,S
12/10/2018 22:36,12/10/2018 22:40,211,c,O
12/10/2018 22:48,12/10/2018 22:48,2,a,S
12/10/2018 22:49,12/10/2018 22:49,3,a,S
12/10/2018 22:50,12/10/2018 22:50,19,a,S
12/10/2018 22:50,12/10/2018 22:50,14,c,O
12/10/2018 22:51,12/10/2018 22:52,12,a,S
12/10/2018 22:52,12/10/2018 22:52,7,c,O
12/10/2018 22:53,12/10/2018 22:53,1,a,S
12/10/2018 22:54,12/10/2018 22:54,8,a,S
12/10/2018 22:54,12/10/2018 22:54,3,c,O
12/10/2018 22:57,12/10/2018 22:57,7,a,S
12/10/2018 22:57,12/10/2018 22:57,3,c,O
12/10/2018 22:59,12/10/2018 22:59,4,a,S
12/10/2018 23:00,12/10/2018 23:00,1,c,O
12/10/2018 23:00,12/10/2018 23:00,4,a,S
12/10/2018 23:01,12/10/2018 23:01,11,a,S
12/10/2018 23:01,12/10/2018 23:01,6,c,O
12/10/2018 23:02,12/10/2018 23:03,38,a,S
12/10/2018 23:02,12/10/2018 23:03,33,c,O
12/10/2018 23:08,12/10/2018 23:09,13,a,S
12/10/2018 23:08,12/10/2018 23:09,9,c,O
12/10/2018 23:11,12/10/2018 23:11,1,c,O
12/10/2018 23:11,12/10/2018 23:11,5,a,S
12/10/2018 23:12,12/10/2018 23:12,7,a,S
12/10/2018 23:12,12/10/2018 23:12,3,c,O
12/10/2018 23:13,12/10/2018 23:13,6,a,S
12/10/2018 23:13,12/10/2018 23:13,2,c,O
12/10/2018 23:15,12/10/2018 23:15,1,c,O
12/10/2018 23:15,12/10/2018 23:15,6,a,S
12/10/2018 23:16,12/10/2018 23:16,22,a,S
12/10/2018 23:16,12/10/2018 23:16,18,c,O
12/10/2018 23:19,12/10/2018 23:19,3,a,S
12/10/2018 23:21,12/10/2018 23:21,7,a,S
12/10/2018 23:21,12/10/2018 23:21,2,c,O
12/10/2018 23:22,12/10/2018 23:22,8,a,S
12/10/2018 23:22,12/10/2018 23:22,4,c,O
12/10/2018 23:23,12/10/2018 23:23,3,a,S
12/10/2018 23:24,12/10/2018 23:24,1,c,O
12/10/2018 23:24,12/10/2018 23:24,4,a,S
12/10/2018 23:25,12/10/2018 23:25,2,a,S
12/10/2018 23:27,12/10/2018 23:27,10,a,S
12/10/2018 23:27,12/10/2018 23:27,6,c,O
12/10/2018 23:28,12/10/2018 23:31,173,a,S
12/10/2018 23:28,12/10/2018 23:31,168,c,O
12/10/2018 23:32,12/10/2018 23:32,3,a,S
12/10/2018 23:33,12/10/2018 23:33,12,a,S
12/10/2018 23:33,12/10/2018 23:33,8,c,O
12/10/2018 23:34,12/10/2018 23:34,1,a,S
12/10/2018 23:36,13/10/2018 00:13,2226,a,S
12/10/2018 23:36,13/10/2018 00:13,2221,c,O
12/10/2018 23:45,13/10/2018 00:13,1680,b,E
13/10/2018 00:15,13/10/2018 00:17,113,a,S
13/10/2018 00:15,13/10/2018 00:17,108,c,O
13/10/2018 01:15,13/10/2018 01:15,5,a,S
13/10/2018 01:17,13/10/2018 01:17,6,a,S
13/10/2018 01:17,13/10/2018 01:17,2,c,O
13/10/2018 01:31,13/10/2018 01:31,2,a,S
13/10/2018 01:41,13/10/2018 01:42,36,a,S
13/10/2018 01:46,13/10/2018 01:47,31,a,S
13/10/2018 01:46,13/10/2018 01:47,26,c,O
13/10/2018 02:03,13/10/2018 02:04,56,a,S
13/10/2018 02:03,13/10/2018 02:04,51,c,O
13/10/2018 02:08,13/10/2018 02:09,43,a,S
13/10/2018 02:08,13/10/2018 02:09,40,c,O
13/10/2018 02:30,13/10/2018 02:45,900,b,E
13/10/2018 02:30,13/10/2018 02:45,900,a,S
13/10/2018 03:10,13/10/2018 03:10,3,a,S
13/10/2018 03:33,13/10/2018 03:33,12,a,S
13/10/2018 03:33,13/10/2018 03:33,7,c,O
13/10/2018 03:44,13/10/2018 03:44,2,a,S
13/10/2018 03:50,13/10/2018 03:50,14,a,S
13/10/2018 03:56,13/10/2018 03:57,13,a,S
13/10/2018 03:56,13/10/2018 03:57,10,c,O
13/10/2018 04:03,13/10/2018 04:03,1,c,O
13/10/2018 04:03,13/10/2018 04:03,6,a,S
13/10/2018 04:13,13/10/2018 04:13,3,a,S
13/10/2018 04:21,13/10/2018 04:21,13,a,S
13/10/2018 04:21,13/10/2018 04:21,8,c,O
13/10/2018 04:22,13/10/2018 04:22,1,c,O
13/10/2018 04:22,13/10/2018 04:22,5,a,S
13/10/2018 04:23,13/10/2018 04:24,16,a,S
13/10/2018 04:23,13/10/2018 04:24,11,c,O
13/10/2018 04:25,13/10/2018 04:25,19,a,S
13/10/2018 04:25,13/10/2018 04:25,15,c,O
13/10/2018 04:26,13/10/2018 04:26,2,a,S
13/10/2018 04:29,13/10/2018 04:29,36,a,S
13/10/2018 04:29,13/10/2018 04:29,31,c,O
13/10/2018 04:29,15/10/2018 03:47,170263,a,S
13/10/2018 04:30,15/10/2018 00:14,157497,b,E
15/10/2018 03:48,15/10/2018 06:00,7914,a,S
15/10/2018 03:51,15/10/2018 06:00,7739,b,E
15/10/2018 06:01,15/10/2018 06:06,297,a,S
15/10/2018 06:07,15/10/2018 06:08,22,a,S
15/10/2018 06:09,15/10/2018 06:09,16,a,S
15/10/2018 06:11,15/10/2018 06:11,1,a,S
15/10/2018 06:13,15/10/2018 06:13,5,a,S
15/10/2018 06:19,15/10/2018 06:20,48,a,S
15/10/2018 06:45,15/10/2018 06:50,300,b,E
15/10/2018 06:45,15/10/2018 06:50,300,a,S
15/10/2018 07:00,15/10/2018 07:04,247,a,S
15/10/2018 07:00,15/10/2018 07:04,242,c,O
15/10/2018 07:05,15/10/2018 07:05,15,a,S
15/10/2018 07:05,15/10/2018 07:05,10,c,O
15/10/2018 07:16,15/10/2018 07:17,60,a,S
15/10/2018 07:16,15/10/2018 07:17,56,c,O
15/10/2018 07:32,15/10/2018 07:32,5,a,S
15/10/2018 07:50,15/10/2018 07:51,90,a,S
15/10/2018 07:54,15/10/2018 07:54,8,a,S
15/10/2018 07:56,15/10/2018 07:57,76,a,S
15/10/2018 08:25,15/10/2018 08:25,2,a,S
15/10/2018 08:33,15/10/2018 08:33,5,a,S
15/10/2018 08:34,15/10/2018 08:34,23,a,S
15/10/2018 08:39,15/10/2018 08:39,10,a,S
15/10/2018 08:45,15/10/2018 09:13,1680,b,E
15/10/2018 08:45,15/10/2018 09:13,1680,a,S
15/10/2018 09:17,15/10/2018 09:17,26,a,S
15/10/2018 09:17,15/10/2018 09:17,21,c,O
15/10/2018 09:31,15/10/2018 09:36,290,a,S
15/10/2018 09:46,15/10/2018 09:47,68,a,S
15/10/2018 10:15,15/10/2018 10:15,10,a,S
15/10/2018 10:55,15/10/2018 10:57,109,a,S
15/10/2018 10:55,15/10/2018 10:57,105,c,O
15/10/2018 10:58,15/10/2018 11:00,103,a,S
15/10/2018 10:58,15/10/2018 11:00,98,c,O
15/10/2018 11:01,15/10/2018 11:03,100,a,S
15/10/2018 11:01,15/10/2018 11:03,96,c,O
15/10/2018 11:10,15/10/2018 11:11,53,a,S
15/10/2018 11:10,15/10/2018 11:11,48,c,O
15/10/2018 11:12,15/10/2018 11:12,5,a,S
15/10/2018 11:12,15/10/2018 11:12,2,c,O
15/10/2018 11:15,15/10/2018 11:15,2,a,S
15/10/2018 11:20,15/10/2018 11:20,13,a,S
15/10/2018 11:20,15/10/2018 11:20,8,c,O
15/10/2018 11:21,15/10/2018 11:22,7,a,S
15/10/2018 11:22,15/10/2018 11:22,3,c,O
15/10/2018 11:30,15/10/2018 11:45,900,b,E
15/10/2018 11:30,15/10/2018 11:45,900,a,S
15/10/2018 11:49,15/10/2018 11:49,6,a,S
15/10/2018 11:49,15/10/2018 11:49,2,c,O
15/10/2018 11:56,15/10/2018 11:57,36,a,S
15/10/2018 11:56,15/10/2018 11:57,32,c,O
15/10/2018 12:01,15/10/2018 12:02,15,a,S
15/10/2018 12:01,15/10/2018 12:02,10,c,O
15/10/2018 12:04,15/10/2018 12:04,2,a,S
15/10/2018 12:05,15/10/2018 12:05,11,a,S
15/10/2018 12:05,15/10/2018 12:05,7,c,O
15/10/2018 12:07,15/10/2018 12:07,1,a,S
15/10/2018 12:10,15/10/2018 12:10,47,a,S
15/10/2018 12:10,15/10/2018 12:10,42,c,O
15/10/2018 12:16,15/10/2018 12:16,3,a,S
15/10/2018 12:25,15/10/2018 12:25,1,a,S
15/10/2018 12:28,15/10/2018 12:28,6,a,S
15/10/2018 12:28,15/10/2018 12:28,2,c,O
15/10/2018 12:29,15/10/2018 12:31,79,a,S
15/10/2018 12:29,15/10/2018 12:31,74,c,O
15/10/2018 12:43,15/10/2018 12:43,15,a,S
15/10/2018 12:43,15/10/2018 12:43,10,c,O
15/10/2018 12:46,15/10/2018 12:46,21,a,S
15/10/2018 12:46,15/10/2018 12:46,16,c,O
15/10/2018 12:50,15/10/2018 12:50,3,a,S
15/10/2018 12:52,15/10/2018 12:53,34,a,S
15/10/2018 12:52,15/10/2018 12:53,30,c,O
15/10/2018 12:57,15/10/2018 12:57,9,a,S
15/10/2018 12:57,15/10/2018 12:57,4,c,O
15/10/2018 13:06,15/10/2018 13:06,3,a,S
15/10/2018 13:08,15/10/2018 13:08,2,a,S
15/10/2018 13:10,15/10/2018 13:11,9,a,S
15/10/2018 13:10,15/10/2018 13:11,4,c,O
15/10/2018 13:12,15/10/2018 13:14,125,a,S
15/10/2018 13:12,15/10/2018 13:14,121,c,O
15/10/2018 13:31,15/10/2018 13:35,229,a,S
15/10/2018 13:31,15/10/2018 13:35,224,c,O
15/10/2018 13:36,15/10/2018 14:18,2489,a,S
15/10/2018 13:36,15/10/2018 14:18,2485,c,O
15/10/2018 13:45,15/10/2018 13:50,300,b,E
15/10/2018 14:20,15/10/2018 14:20,12,a,S
15/10/2018 14:26,15/10/2018 14:26,36,a,S
15/10/2018 14:26,15/10/2018 14:26,31,c,O
15/10/2018 14:29,15/10/2018 14:31,77,a,S
15/10/2018 14:30,15/10/2018 14:31,73,c,O
15/10/2018 14:32,15/10/2018 14:33,40,a,S
15/10/2018 14:32,15/10/2018 14:33,35,c,O
15/10/2018 15:13,15/10/2018 15:13,12,a,S
15/10/2018 15:13,15/10/2018 15:13,8,c,O
15/10/2018 15:14,15/10/2018 15:15,34,a,S
15/10/2018 15:14,15/10/2018 15:15,29,c,O
15/10/2018 15:18,15/10/2018 15:19,40,a,S
15/10/2018 15:18,15/10/2018 15:19,36,c,O
15/10/2018 15:20,15/10/2018 15:20,17,a,S
15/10/2018 15:20,15/10/2018 15:20,13,c,O
15/10/2018 15:34,15/10/2018 15:35,42,a,S
15/10/2018 15:34,15/10/2018 15:35,38,c,O
15/10/2018 15:36,15/10/2018 15:36,12,a,S
15/10/2018 15:36,15/10/2018 15:36,8,c,O
15/10/2018 15:39,15/10/2018 15:39,40,a,S
15/10/2018 15:39,15/10/2018 15:39,36,c,O
15/10/2018 15:43,15/10/2018 15:43,28,a,S
15/10/2018 15:43,15/10/2018 15:43,24,c,O
15/10/2018 15:47,15/10/2018 15:47,4,a,S
15/10/2018 15:49,15/10/2018 15:49,1,a,S
15/10/2018 15:50,15/10/2018 15:50,2,a,S
15/10/2018 16:04,15/10/2018 16:04,9,a,S
15/10/2018 16:04,15/10/2018 16:04,4,c,O
15/10/2018 16:08,15/10/2018 16:08,16,a,S
15/10/2018 16:15,15/10/2018 16:43,1680,b,E
15/10/2018 16:15,15/10/2018 16:43,1680,a,S
15/10/2018 17:58,15/10/2018 17:58,38,a,S
15/10/2018 17:58,15/10/2018 17:58,34,c,O
15/10/2018 18:03,15/10/2018 18:03,2,a,S
15/10/2018 18:14,15/10/2018 18:14,8,a,S
15/10/2018 18:14,15/10/2018 18:14,4,c,O
15/10/2018 18:30,15/10/2018 18:30,1,a,S
15/10/2018 18:37,15/10/2018 18:37,2,a,S
15/10/2018 18:38,15/10/2018 18:38,1,a,S
15/10/2018 18:40,15/10/2018 18:40,2,a,S
15/10/2018 18:44,15/10/2018 18:44,2,a,S
15/10/2018 18:51,15/10/2018 18:53,88,a,S
15/10/2018 19:00,15/10/2018 19:15,900,b,E
15/10/2018 19:00,15/10/2018 19:15,900,a,S
15/10/2018 19:17,15/10/2018 19:17,13,a,S
15/10/2018 20:12,15/10/2018 20:15,162,a,S
15/10/2018 21:45,15/10/2018 21:50,300,b,E
15/10/2018 21:45,15/10/2018 21:50,300,a,S
15/10/2018 22:06,15/10/2018 22:08,126,a,S
15/10/2018 23:25,15/10/2018 23:25,2,a,S
15/10/2018 23:26,15/10/2018 23:26,2,a,S
15/10/2018 23:40,15/10/2018 23:40,20,a,S
15/10/2018 23:40,15/10/2018 23:40,16,c,O
15/10/2018 23:41,15/10/2018 23:42,11,a,S
15/10/2018 23:41,15/10/2018 23:42,7,c,O
15/10/2018 23:45,16/10/2018 00:13,1680,b,E
15/10/2018 23:45,16/10/2018 00:13,1680,a,S
16/10/2018 00:18,16/10/2018 00:20,71,a,S
16/10/2018 00:18,16/10/2018 00:20,67,c,O
16/10/2018 00:35,16/10/2018 00:35,13,a,S
16/10/2018 00:35,16/10/2018 00:35,9,c,O
